,review,label
44,"Everything is good ( Sound quality, battery backup and all). But very bad while talking in calls 😥",0
45,Irritating....On and offAlso low in sound,0
46,"Stopped working after single use, no physical damage , no return accepted",0
47,Microphone for call is very poor,0
48,Mic is bad voice is not clear,0
49,Not good product,0
50,Not good product,0
51,"Poor sound quality. High volume, good bass, but less clarity",0
52,Damage in 3 month .,0
53,"Not worth switching to, gone within 2 months of rare usage.",0
54,Bad,0
55,I choosed a wrong product. I was suffering Connectivity problem in this device. So i think it is not a good product.After sometime it automatically disconnected. Vry bad thing.,0
56,Sound quality poor,0
57,call sound quality is very bad,0
58,Not good as much i axpected...  Voice lags while call . Some times its mic not work on new call.,0
59,Bad product,0
60,Nice.headset. super bass super music quality.Good product.They didn't given separate forward/reword buttonsThat only one demerit.after using 3 month of  using problem on connection . Connect and automatically disconnected buttons are not responding,0
61,One side earplug not work properly,0
62,Waste productDont buy itIt's not working properly..,0
63,not recommended bcoz first 1 month it was good and later on no battery pack up and its use to switch off suddenly,0
64,It's automatically turning off and on for no reason,0
65,"Bluetooth are not connect device . After 12 days are not connect. Very bad product, return polcy only 7 days",0
66,"It is a Defect Product don't waste your Money,better to buy oneplus",0
67,"Very bad quality Only in one and half months Bluetooth is automatically unpaired from from with in 2, minutes",0
68,Bought this product on November on January it's got faulty mic problem connectivity problem second time flipkart worst,0
69,Worst I hated it,0
70,Connecting problem,0
71,This is good only for music. Worst mic ever. Cannot use it for calling at all. Its very bad that I couldn't  return and get a refund for it. Only  replacement was available. Its still the same for the replaced product. First boat purchase and now I hate this brand.,0
72,Poor quality,0
73,Item is not working.. just 3..4days use only,0
74,After using few month I am facing connectivity problems.Please don't bye this,0
75,Connectivity is not good when we call attennd many times not voice come properly many times blothooth is connect call rcve bt voice not come it is so bad so bad so bad,0
76,Initially it seems fine after 30 days it is not worthy,0
77,It stopped working within one month.. Waste of money,0
78,Pl Try Not To buyGiving Review after 2 monthGetting Disconnect many TimesHave To on off bluetooth headsetMany Time call  comes I have To switch to my mobile speaker to answer,0
79,Left ear speeker not working properly after 1 weak..,0
80,There is a gap between audio and video output and also the sound is unclear while calling.,0
81,Very poor battery backup and the Bluetooth disconnect automatically.,0
82,"After 6 months of usage, I got connectivity problem and claimed for warranty, I got message from boat that they will replace with new one, after 10 days I got new product, but the product quality is completely looks different like local quality products. I suggest most of my friends to go for boat as trusted brand, worst service from boat,  don't go for it guys, After one year surely you will face connectivity problems in bluetooth, headset etc. This is my 5th boat products and all the produc...",0
83,Don't buying this product ..Only 10days used... product is not working....worst product..,0
84,Writing this after 3 month usage. Connectivity of this Bluetooth device is a nightmare. It suddenly looses media connectivity & some time disconnects completely. After 3 months this problem has increased manifolds.,0
85,Very nice product and nice sound best product,0
86,Sound and mic quality is very poor..,0
87,Worst product after 4 it's was not working properly.,0
88,"Don't understand why it keeps vibrating , most irritating thing , it doesn't stop , utterly disappointedWill not advice anyone to buy this product",0
89,"Built quality is not good, it only lasts 2-3 months",0
90,All is good but mainly Mic problem is high,0
91,Sound and features are good but Build quality is worst. Broke in just 2 months,0
92,Mic wasn't working .Dissapointed with purchase,0
93,Product is not quality I purchased first time left side speaker is not working. So I return and replacement this product that also right side speaker low sound.. I am so dissatisfied...,0
94,Often mic is not working properly for calling,0
95,"Bluetooth quality is very worst,and calling microphone is not working",0
96,This item doesn't working properly so I want to refund my money but I can't submit my complaint This item totally loss,0
97,BATTRY QUALITY IS GOOD BUT VOICE IS NOT GOOD .CALLING VOICE PROBLEM SOUND QUALTITY IS VERY POOR .NOT A GOOD PRODUCT .MONEY WASTE FLIPKART PRODUCT QUALITY IS NOT GOOD .,0
98,Didn't work properly damaged in just 3 mont waste of money,0
99,Worst for calling mic is not working properly very slow voice going. If you buy this for calling please i request you don't waste your 💰 to this,0
100,Having mic issues,0
101,The product went wrong the forward button not working and even the power button is also not working when I try to play a song it is getting forwarded to next track without getting played,0
102,Connectivity is bad.. misses the sync with the video.. quality of calls when connected is bad,0
103,Not satisfied.. Not better than boult... Connectivity is very very poor.. Just 5 meters only..no bass...,0
104,Ok ....It is not used for long time,0
105,After 20days of use product was manufacturing defect,0
106,Sound problem,0
107,Not connected.  Used only.  2month,0
108,Functional keypads buttons not working after usage of 20days,0
109,Waste of money My bluetooth earphone is not working now Just 1and half month finished it's not working,0
110,Waste of moneyAfter 1 month button stopped working... Volume increase and decrease automatically... Worst experience dont buy it. Worst then even any chinese brand dont spend ur time and Money on boat produvta. after sale service is taking more then a month for replacement.,0
111,became faulty after 7-8 day of use. have sent to boat for repair. no replacement,0
112,Mic not working properly calling clarity is very bad,0
113,"Ok, Bluetooth not up to marks, even voice quality is just ok.",0
114,The microphone isn't working well. And the sound quality while on a call is very bad.,0
115,Bad sound,0
116,Worst product.. It stopped working after 6 months of rare usage..,0
117,Product is not good sound quality nd voice quality every time noise sound problem i don't like this product plz do not purchase,0
118,Battery not good,0
119,"Buttons are not working properly it just keep forwarding the songs Sometimes sound in of the piece gets too low I didn't paid 1000 for such horrible user experience, my 200 earphones works better than this",0
120,Look good smart desining Good battry backup,0
121,Very bad experience with this product. It got out of order within use of one month. The main problem is when i connect it with my phone and start play some music the music changes automatically and when i start to watch any movies the movie also changes automatically into another movie. And also the volume rises automatically. Very horrible. I never experienced this kind of thing in any headphones. I also have used JBL headphones but i never experienced like this. Feeling harassed with this p...,0
122,this product was not working ...im callingto toll free number  but not receiveing,0
123,Mic was not working properly,0
124,sound quality was not good,0
125,I purchase many things from flifkart but this is tha worst packing ever and in two days it not showing battery indicated and also volume buttons are not working,0
126,Very Bad After 1 month its working stopped..,0
127,Not worth worst product  if u buy this u r wasteing ur money that's all.,0
128,Bad experience ....after using just once for exercise it's function keys stop working/malfunctioning. I don't know how they say it's water or sweat proof Thinking about returning it.,0
129,After one month mic is not working actually I bought both are same problem please don't buy it,0
130,Don't waste your money... after 2 months it's stop working..,0
131,"It's not working after 11days.Following problems 1)It's not getting power off.2) After connecting to device its automatically plays songs  in music player..And that also we are not able control from mobile,till disconnect the Bluetooth.3) I am not able return this product and my amount also wasted.since return day also completedSo pls don't go for this product...",0
132,One of the worst product from Flipkart. It automatically plays the next song in queue. It is out of control. Not expected this type of product from fk.,0
133,Vaste bass and battery issue vaste money don't buy this item,0
134,sound quality is not good than 255,0
135,"Ten days work properly, then while calling volume is automatically increasing",0
136,Very bad quality,0
137,Worst product.Automatically disconnected itself.While listening music if you get call then Headset stop working you have to communicate with cellphone for making calls,0
138,After a week its not working. After a week its has not option to return.. Wrost product,0
139,Build quality is good.. Vibration also very useful.. Overall performance is good,0
140,"One side is not working after 15 days... Not expected so low sound quality from boAt..Product is very worst, don't go for it.",0
141,Worse product mic not working.,0
142,Very poor product. None of the buttons are working except the function of powering on. Even it's unable to power off also.,0
143,"I was happy with the purchase at a price of 899. But, completely disappointed as it started misbehaving from day 3 onwards. The MFB and other two buttons stopped working most of the times. Didn't even allow the user to turn off the set. Claimed for guarantee and waiting for replacement for the last 1.5 weeks. Do think before purchase.",0
144,"They cheated a lot, they got worse in less than a month with Bluetooth",0
145,It is getting disconnected frequently. Not satisfied with this product.,0
146,Too bad product. Volume buttons are not working properly. Don't buy this,0
147,"Stopped working 2 days after the return period ended for me, Headset is very inferior in quality, Lost faith in Boat product quality ..",0
148,Waste productIt seems to be worst at battery and microphoneIt would be shutdowns at a 40_30 % of charging,0
149,Bluetooth Connection is worst.. Signal gets cut if you go 2-3 meter from the phone.. Gets disconnected often.. Rest is manageable..,0
150,every time i have to remove this device from Bluetooth list and reconnect to the laptop.. otherwise earphones are not working. and the problem is only with this headset.. other companies headsets are working properly with my laptop,0
151,Worst product i ever purchased from Flipkart.On the second day it started disfunctioningThe buttons was disfunctioning.automatically the track were playing.the headset won't trun off. Totally disappointed with this product.,0
152,product is good but .. courier service is very very bad,0
153,im giving a review in using after 4 months it's automatically disconnected and charging port was damaged  totally waste of money,0
154,"Bad product,  if you change next song and press + button  but its not work.  Song not paused.  Boat is bad product.",0
155,Connectivity is poor...3 metres distance.... sounds cutting starts,0
156,"I got this headset on 22 Jul 2020 and on 04 July 2020 just after 14 days after purchase it stopped working, a crank sound came while listening music, it almost sounded like IC blasted and then it stopped working, not charging at all, BOAT plz respond, worst piece of head set dont waste your money",0
157,But distance  frequency  problem,0
158,After 3 months real plus r not working properly my friends have 2 from Flipkart this product and they said after 2 week ok my I have take two piece for my family and both are not working properly ear plug cables are not so good don't take this product because product is having issue for everyone same issue is there we can't hear the voice don't buy this product this is my personal and my friends sad Me waste of money is this please don't buy 😓🤧🙏,0
159,Worst products ever seen Please don't buy.It is having low built quality.Not at all water proof.Not even 5 meter rangeIt's true review I have returned it in 4 days.Please don't buy,0
160,Voice not clear,0
161,10/4 bass or no sound quality.dont buy . hate it.,0
162,probably first time rating any product. just after 2 months of use the power button has stopped working.Pathetic experience,0
163,DONT BY,0
164,Just waste,0
165,"Sound quality is very poor, call sound not able to understand",0
166,Oy 1 month use 2month not work my headphone..plz. Not buy,0
167,Within 5 months 1 side earphone not worked,0
168,Mike worst...... Plz do somethingI want replace this,0
169,worst product,0
170,In this product there is the vibration issuewhich will make you irritate and there is no solution for it. It is the inbuilt feature of this product. The main thing is if you are in a call and one more person call you at the same time then the other person who is talking with you will get so much noise due to the vibration issuethis is only problem with this product. So I recommend you not buy this product at all.,0
171,VERY BAD THIS ITEMS BECAUSE SOME TIME NOT PRESS BUTTON AND AUTOMATIC SWITCH ON AND SWITCH OFF  EARPHONES.,0
172,"I'm a music producer and I find this earphones good but it's not worth the price, you can choose one plus instead or infinity by jbl for crystal clear sound quality, real me buds is loud cause of the driver (11.2) but it's not clear and you'll get a head ache after using it for a while , they say it has good bass but it doesn't , if you want good bass and clear sound of each and every instrument, go for one plus, jbl , infinity, skull candy or sony. Don't but real me buds",0
173,NOT BUILT FOR PUBG. battery backup is very good but sound quality is just normal. this is not build for very good sound lovers. design is also good and magnet saves battery. bad thing is its sound quality. so not recommended for high quality sound or very good quality.,0
174,My one earbud stopped working within 3 months of purchase . Sound quality is quite decent but what is the use of that when only one earbud is working. Realme lost all my trust for its products .,0
175,"This product is not good ,the voive processor is of poor quality it's just been 3months and my left side ear bud is not working properly",0
176,one month after one side not working very bad worst products,0
177,Voice calling mic trouble but sound quality good if u buy it for song listening then u can go for it .,0
178,I have got faulty product Flipkart cheated with me,0
179,Not working in phn calls,0
180,defective product provided by flipkart and denying to replace .,0
181,"Worst product I have ever received by Flipkart, the ordered product doesn't matches with what I have received and also no bill, no extra earbuds, no charging cable and most importantly the earphone doesn't start itself.. WORST EXPERIENCE WITH FLIPKART EVER AND DON'T BUY THIS PRODUCT",0
182,Waste product and their is no refund.. C to tht who ever buys it...!,0
183,"There's nothing like deep bass, material is great but there's bo cover over charging point, so I'm not sure, how it could be splash proof as they say about it. Also there's no option for turning it off, either it can be off by connecting 2 buds or have disconnect every device for 5 minutes. Physical we can not turn off...",0
184,Such a waste product I did see never 🙅 it was good for listening songs but not useful for PUBG players and voice calling mic also not working properly,0
185,"Purchased this on Feb 2020 and today on April 7th, the mic has stopped working. Now all I can do this with this headset is listen to music or movies. This is the quality for you. Within 2 months it has lost one functionality and with national lockdown I cant even get this repaired.",0
186,Product good but flipkart sarvice very bad,0
187,Worst product with worst experienceSometimes it's working fine but sometimes it's leaving the connectivity from phone and again automatically connected itself it's worst experience while having callsAnd the buttons r also the worse when clicking the middle button it's not clicked properly.,0
188,Voice calling quality is very bad.,0
189,Mike prblm,0
190,After return date it was start disturbing. Bad products.,0
191,Realme buds wireless not pick-up incoming call and don't disconnect call from button....,0
192,only music purpose awesome but coming to the call quality is worst,0
193,"I am editing my review again. If you  have any other choice go for sony . Worst experience with this earphone. Within one month it shows it's manufacturing defect.Mic having issue , In last your money ur choice. Pl be careful. Not good product.",0
194,but mic ha not working right now within 2 month,0
195,"Don't waste your money..I seriously adviced to all, realme earphones didn't maintain quality, very very poor.",0
196,Delay sound qualiry on playing gaming pubg also,0
197,Worst experience fully waste of money Stop working within year,0
198,Very nic,0
199,Waste of money,0
200,Sound quality is very bad,0
201,Came dead on arrival and flipkart don't have a return policy so have to visit service center to get it replaced. Don't know how much time it'll take to get replaced. Poor stuff from realme and flipkart. Not done.,0
202,"I am giving this review on the usage of 6 months. Sound quality,battery backup,bass are good.but in the 7th month right side bud is not working suddenly.i think that much price no need to buy",0
203,I have received a damaged item. The sound quality is Poor. Never expected such a horrible experience with flipkart. I think I have received a used product,0
204,Faulty only left side working right side faulty,0
205,Your product is too bad as well as your company. Your company is cheater. Guy please don't buy any product from Flipkart. This is totally fraud company.whatever they send us the product is totally changed and cheaper product.,0
206,"After this 5 months of use, the mic is not working now.  The rubber material around the neck part started to tear apart. Mic is not working now while in any sort of call. Normal call or whatsapp call mic is not working. But recording audio its working. Can any one suggest a way to resolve it?",0
207,Very bad quality,0
208,Sound quality very bad,0
209,Left speaker not working properly,0
210,Not suitable for bikes/scootar. Mic is not working properly while riding bike.,0
211,Orange colour looks to ugly,0
212,Stopped working after 1yr.. Warrenty khatam product khatam😝,0
213,Bad   used product Damaged. See pics,0
214,"Worst product. I bought it in January and it stopping working with my laptop a month back and also with my iPhone.When I checked with service center, they say this wirelss earphone is meant only for Android mobile phones and it will not work with laptop or iPhones.Now, I am stuck with an useless product.",0
215,Very bad Bluetooth..I bought it 3 times and every time same problem I suffer..left ear piece didn't work longer.. I really hated it,0
216,I have purchased bund after 10 days in battery backup is poor quality 100% battery die in 1 hours,0
217,Don't buy from them...they gives you replica product...it's design like original..bt sounds quality is very poor...I am not a 1st time user so don't try to cheat with me flipkart ....Nd finally Going to return it,0
218,This product is very bad Bass qulity is zero total money waste plz don’t bye this product,0
219,Other product arrived,0
220,"Very poor,when I get it,after 6 month it's both mic not working properly",0
221,Just don't  buy this guys built quality is poor not expected from realme,0
222,The earphones are worst.You can feel the lag in sound when you play game on high fps.Also battery backup is not so good.i want to exchange this but clip art isn't accepting it back.but it will show you that you can return in 10days but this is fake. I request you not to buy this.,0
223,It is damaged before 6 months of use...,0
224,Stopped working in just few months.I would recommend OnePlus wireless z,0
225,After 7 month use right side  of tha blutooth is not working,0
226,Totally not satisfied,0
227,I need my money because the product is worst,0
228,Sir ritten realme headfone,0
229,Seach reviews in YouTube. Not everyone likes it . For me sound quality is not good . And its not returnable.,0
230,Used & damage product received.only one side ear piece is working & box accesories also missing.,0
231,Please check the seller before buying thr D-tron seller were very cheating and cheap quality item was sent so please check the seller before buying there is no return on this item,0
232,Received defective product right side not working worst experience,0
233,"Auto magnetic on off system is not working,  automatically disconnected after every 30 min. It's looking like already used... And now it's showing not return product.... Very bad experience with tis product and also with u Flipkart..... You are not trustworthy",0
234,Different model that of order model. I hate this.,0
235,Overall its a nice product but it automatically disconnected in usual intervals and when i see the option for return it was not there they told to contact company directly so that was the worst thing i go through even in 30 days,0
236,Some magnetic issue... Automatic magnetic off on   immediately  not working  ... After turn off your Bluetooth it  takes 5 minutes for off .. and pawer off on button is also available,0
237,No response in product,0
238,Used product,0
239,It's battery standby life is very less.,0
240,I got damage product and used product,0
241,Gets uncomfortable in less uses,0
242,bluetooth not working after 4 days..........,0
243,connecting issues. mobile shows hanging problems after connecting to realme buds. music video didn't play many times. sometimes even received call didn't provide sound in buds. worst product. please do not buy this. sound quality n all other things are later but first it must provide it's basic functionality. what is use of buds if you can not call on call properly or you can not play video or listen music without any problem. 👺,0
244,Batery backup 2-3 hours,0
245,Not buy real me BluetoothSounds quality not clear and Sounds Delay having play pubg  Requests To all people not buying this product,0
246,"After 6months of normal use,  left side is not working.",0
247,Sound distribution is not good and left side ear bud are too loud than right side which leads to severe headache 😡 worst product by realme,0
248,Worst product ever....I bought this product and after just 2days of use....one side has failed to work,0
249,Product is not up to the mark but comparing to other wireless earphones of same range than it is better than those. Build quality is not really good. Charging port is of very very cheap material. Which is main issue. If u want to purchase a wireless earphones for the maximum use of 6-8 months. Than go with this one.,0
250,The worst ever service by flipkart.You can return this product.This is not supported in Bluetooth version 4.1.The worst buying experience for ever.,0
251,"Guys don't buy this ,it stops working after a year for me",0
252,dont buy for PUBG,0
253,Don't buy this product.. Sound quality very bad.My user experience horrible 🤢,0
254,Headset not work,0
255,"Extra base ,uncomfortable due to high base. Music isnt soothing..one side isnt producing sound.",0
256,Waste material and waste of money product by china .......get lots from india,0
257,Battery back up only 7 hours,0
258,No bass at all.,0
259,Received a damaged product one side speaker is not working and no return is available,0
260,Bad products,0
261,Voice is not clear. Bad product. I want return the same. Return option not shown,0
262,Ok product Not the best,0
263,I am facing charging problem,0
264,"Damaged product recieved.The box was tampered.And despite of having a valid replacement policy , I'm unable to replace the product because it shows return policy ended.But i have the time untill june 24.",0
265,Buttons Not working ..  Damage product received,0
266,The right bud stopped working within 6 months and the mic quality is not decent,0
267,Don't purchase this product. Return or replacement or refund is not available in this product. Please don't buy any one. Iam suffering this issue.,0
268,"I was bought it in 15 June 2020 , and today (03.08.20) the microphone is not working at all.",0
269,Slightly disappointed to buy this at 1800 price range neck band is irritating many times in summer and ear also feel pain when used earhook. Sound feel heavy and you adjust differnt sound for differnt song. Totally disappointing.20% sound par ganna sunai tak nhi deta. You should sound min 90% to listen song.,0
270,Its not working alll speekers,0
271,Microphone is not working good,0
272,this is not realme this is real tatti one side stopped working after 3 months,0
273,Received a damage product not working properly one side ear is not working,0
274,Mic not working after 1 month of use,0
275,Not worth the price. Its bluetooth hence it is convenient and at cheap price but sound quality and microphone is the worst. Sony headphones on any day is better than this. Its microphone is a disaster.,0
276,"Very poor quality, my personaly suggestion please don't buy this product.",0
277,One side not working.. waste product,0
278,Pubg sound problem,0
279,Very bad quality,0
280,there is noise cancellation.. when you talk outside it's very difficult to other person to listen voice.can not use outside for calling.you only use where there is no sound around..it can't for calling purpose..it is for music lovers,0
281,"Mivi collar wireless is best....... Not good, may be all paid youtube reviews...... Bakwas",0
282,fir dilaevariy boy extrae charge,0
283,I purchased this headset on 24th Dec 2019 and now today is 14 Oct 2020 a week later my one headphone was not working but today both side headphones are not working. Worst headset i have ever used..Thanks,0
284,Next and previous function doesn't work properly.,0
285,"Bass 1/5 - Very low and not satisfying at allTreble 3/5 - Feels like some hearing from an unbranded company earphonesComfort 2/5 - Pains me if I continue for more than a hourBattery 4/5 - GreatQuality 3/5- AverageCalling - 0/5- Worst, no Noise cancellation at all. All of my callers are complaining to me about the disturbance.I am a big fan of Realme but this product disappointed me very much.",0
286,Very worst connection,0
287,bass is low,0
288,Poor Bass boat 255f is best and the + - are only for volume control not for next previous,0
289,very bad base..need to improve the base,0
290,"Very very bad product, plz plz don't buy this .",0
291,Very bad product,0
292,I have a very bad product I would like to sugget not to waste money in this product. Battery backup does not work properly,0
293,i got a damaged product,0
294,Mike problem,0
295,Guys if you're planning this bluetooth for online gaming or specially for pubg please don't buy if your not happy return will be not accepted by flipkart it takes months for them to come and take a technician and for gaming this device is worst please don't buy.,0
296,Waste I bought it in December it is not working since march It just worked for 3 months,0
297,I want to exchange this is  not working Worst product,0
298,"Built quality not as expected, ear compatibility is very bad, sound not good. Don't buy realme buds.",0
299,Goods,0
300,Bad,0
301,Not like,0
302,"Bass is too low, battery backup 6-7 hr. Button placemat is bad, not working in single click.",0
303,its good in sound quality n built in design...but i have got an defective product..mic not working properly,0
304,poor dont buy,0
305,"No 3d effect on 3d song,, Just loud and bass..",0
306,"very flat sound very bad base,i have boat rokerz 600 amd Skullcandy crushers they are way ahead of  this  earphone can't even compare .",0
307,sound quality was not good only base was there trubbles and vocals are not clear .....i want to replace it with some other wireless earphone but flipcart not sccept return.....i feel so unsatisfied..,0
308,"Very bad experience during calls..Even after it gets connected ..and volume is max .... nothing is audible during calls , video calls,group meetings...etc.Sometimes strange robotic buzzing sound comes..Will have to connect and disconnect 3-4 times to finally get proper connection..Left side has stopped working after 8-9 months",0
309,"Comparing with Boat Rockerz, Realme Buds headset has more treble than bass, which affects its overall sound quality.The color combination is very bad.Rubber pads are not useful, they supposed to hang in the ear.The Bluetooth range is poor.Costlier than the other same range of products.Power ON/Off Tech is impressive, saves battery life.",0
310,Very bad product battery backup is very bad,0
311,"you cannot change  song, you hve to use mobile for that, also no fast forward & backward with buds.",0
312,it's nice design but boss was very poor,0
313,Sound quality is poor,0
314,Not good,0
315,Not working,0
316,Volume bottom not work,0
317,"I'm fan for Oneplus since their first product. I have bought the series of products along their launch. Very first product from oneplus which did not meet my expectations is 'oneplus bullets wireless-z bluetooth headset'. It has no BASS effect at all!!! if you are buying for listening music and music lover, better to avoid. However, call quality, voice clarity  and battery backup are at its best. One of the best headset to consider for day to day usage.",0
318,"I have been using this product from couple months. This headset will absolutely not work for calls. The reason is, the build of Wireless Z will not get mic near our mouth. However, it works if you have absolute patience to hold the mic in front of your mouth for hours you talk or be in meetings. This headset is only nice for listening songs compromising on Bass ! Only good thing I found is battery backup... You keep charge, go drink tea and come back. It will do for the whole day. ...",0
319,"When I am starting for use..I  am facing much more problems,,1 , on, off issue... not connect fast sometime  sensor not working properly,,.. sound quality good but not excellent, .. And battery capacity is max 8 hour ..🙏🙏🙏 i am not happy with us...",0
320,My + button is not working. Return policy only have Refund option but other wise headset is awesome for me. So keeping it.,0
321,"Battery back is it's only best part. Otherwise sound quality is just normal like a 500rs earphone n not very comfortable , multiple times it comes out of ear. So yeah don't just go for hype like I did",0
322,"Review after using for 6 months with 8hrs average daily usage. A great earphone neckband i can't recommend.Battery : great backup + fast charging = never had to worry/think about it, even when attending zoom classes for 12 hrs back to back.Light weight and strong durable build : Sometimes i forget they are in the neck and sleep wearing them, lol.Connectivity : once paired, it takes 2 sec to get it on and connect with laptop. 0.5 sec to connect with smartphone.But,Issues : i don't kn...",0
323,It’s good but I am facing one issue where it’s not able to stay connected to my laptop. Like it disconnects after 15 seconds. But it works well with mobile. Not sure how to fix that.,0
